Tytul_zas	Opis	Nr_zgl	Nr_szer	Nr_zdj	Kod_zas	Kod_ukl	Data_wyk	Pochodz	Rozdz	Barwy	B_WGS84	L_WGS84	H_WGS84	X_PUWG	Y_PUWG	H_norm	H_sred	Omega	Fi	Kappa	Nr_karty	Wykonawca	Nr_obiektu	Nr_etapu
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0138	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.60052036	19.66593519	 1757,17	526292,33	545088,75	 1724,86 	86	-0,012329	 -0,043695	-89,399991	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0139	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.59665734	19.66597779	 1758,51	525862,79	545095,60	 1726,19 	86	0,568560 	-0,488298 	-89,121119	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0140	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.59280572	19.66602714	 1754,16	525434,53	545102,90	 1721,83 	86	-0,109308	 -0,009590	-89,394250	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0141	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.58898118	19.66605257	 1752,17	525009,26	545108,55	 1719,84 	86	-0,043280	 0,068587 	-89,289723	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0142	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.58507603	19.66617801	 1754,94	524575,09	545121,05	 1722,60 	86	-0,034106	 0,070659 	-89,314827	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0143	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.58123281	19.66629989	 1757,52	524147,81	545133,26	 1725,17 	86	-0,028129	 0,104227 	-89,376717	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0144	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.57740782	19.66634996	 1758,91	523722,51	545140,58	 1726,55 	86	0,009509 	0,082035  	-89,490457	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0145	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.5735559	19.66637723	 1755,05	523294,20	545146,38	 1722,68 	86	0,061703 	0,006689  	-89,479953	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0146	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.56972659	19.66631981	 1753,51	522868,35	545146,42	 1721,13 	86	-0,012035	 0,040428 	-89,660265	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0147	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.56589355	19.66625602	 1752,30	522442,08	545146,04	 1719,92 	86	0,051832 	-0,106668 	-89,334628	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0148	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.56204226	19.66632661	 1759,60	522013,87	545154,78	 1727,20 	86	-0,019400	 0,054189 	-89,496502	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0149	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.55818657	19.6664135	 1762,32	521585,18	545164,62	 1729,91 	86	-0,003443	 0,041075 	-89,456325	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0150	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.55433928	19.66646844	 1755,77	521157,40	545172,30	 1723,35 	86	-0,012331	 0,036460 	-89,375763	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0151	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.5504545	19.66652581	 1754,07	520725,46	545180,18	 1721,65 	86	0,004454 	-0,066762 	-89,720475	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0152	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.54668044	19.66650085	 1755,92	520305,77	545182,36	 1723,48 	86	0,013846 	-0,075137 	-89,509372	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0153	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.54282833	19.66641466	 1755,62	519877,37	545180,47	 1723,18 	86	0,018419 	-0,036152 	-89,522268	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0154	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.538961	19.66638752	 1757,43	519447,32	545182,60	 1724,98 	86	-0,008823	 -0,073514	-89,452361	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0155	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.53508448	19.66644294	 1757,04	519016,29	545190,34	 1724,58 	86	0,004662 	-0,052833 	-89,552155	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0156	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.53125727	19.66641629	 1755,15	518590,70	545192,46	 1722,68 	86	0,001683 	0,030686  	-89,548361	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0157	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.52741826	19.66639553	 1756,07	518163,80	545195,00	 1723,59 	86	-0,033037	 -0,020191	-89,374021	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0158	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.52359024	19.66643073	 1756,23	517738,15	545201,31	 1723,74 	86	-0,029165	 -0,112671	-89,323454	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0159	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.51975436	19.66644641	 1756,52	517311,62	545206,31	 1724,03 	86	0,044010 	0,023630  	-89,586160	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0160	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.51590138	19.66638354	 1756,52	516883,14	545206,00	 1724,02 	86	0,017612 	-0,064884 	-89,289505	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0161	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.51204354	19.66642821	 1757,13	516454,19	545212,99	 1724,62 	86	-0,018519	 -0,032580	-89,319563	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0162	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.50821532	19.6664788	 1754,49	516028,53	545220,35	 1721,97 	86	-0,014448	 -0,055009	-89,387074	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0163	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.50435885	19.66643227	 1752,37	515599,68	545221,15	 1719,84 	86	-0,049925	 0,125993 	-89,469391	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0164	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.50044037	19.66635367	 1752,91	515163,90	545219,84	 1720,37 	86	-0,030010	 0,080412 	-89,446077	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0165	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.49666583	19.666371	 1757,69	514744,20	545224,89	 1725,14 	86	0,000763 	-0,031511 	-89,386075	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0166	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.4928225	19.66636338	 1756,93	514316,83	545228,32	 1724,37 	86	-0,041370	 0,109416 	-89,314971	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0167	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.48897556	19.66631835	 1757,85	513889,03	545229,21	 1725,28 	86	-0,024734	 0,113873 	-89,361036	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0168	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.48511216	19.66640163	 1752,79	513459,48	545238,82	 1720,22 	86	-0,011819	 -0,035253	-89,380637	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0169	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.48123706	19.66644741	 1745,22	513028,61	545245,91	 1712,65 	86	1,306000 	1,003486  	-89,552570	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0170	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.47739888	19.66643671	 1752,11	512601,82	545249,12	 1719,52 	86	0,775614 	0,483099  	-89,564162	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0171	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.47356314	19.66645347	 1757,28	512175,30	545254,19	 1724,68 	86	-0,008277	 -0,018638	-89,434898	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0172	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.46971608	19.66647073	 1756,79	511747,54	545259,31	 1724,18 	86	-0,045836	 0,067605 	-89,119417	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0173	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.46587576	19.66651002	 1752,21	511320,53	545265,92	 1719,60 	86	-0,070345	 0,054570 	-89,199200	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0174	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.46200873	19.66653445	 1755,85	510890,55	545271,54	 1723,23 	86	-0,001176	 0,068526 	-89,482714	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0175	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.45816736	19.66650265	 1761,90	510463,38	545273,32	 1729,26 	86	0,001370 	-0,012598 	-89,444635	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	47	0176	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.45432933	19.66659317	 1759,42	510036,66	545283,41	 1726,78 	86	-0,022923	 0,060611 	-89,371321	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	48	0177	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.45436454	19.68117497	 1751,51	510049,82	546273,94	 1718,87 	86	0,062890 	0,036574  	90,941076	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	48	0178	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.45817221	19.68110461	 1751,06	510473,17	546265,17	 1718,43 	86	0,018212 	-0,083337 	90,565793	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	48	0179	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.46198932	19.68113356	 1752,06	510897,64	546263,13	 1719,44 	86	0,043870 	-0,042916 	90,672510	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	48	0180	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.46585264	19.68119383	 1754,88	511327,26	546263,18	 1722,27 	86	0,000443 	0,018572  	90,608243	5_013_12	OPGK Olsztyn	CZ2	2221
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w kwietniu 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	48	0181	ISOK.2012.10.[Nr_zdj]	2180	2012-04-26	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	52.46968149	19.68125527	 1756,84	511753,05	546263,34	 1724,23 	86	0,001290 	0,046433  	90,656045	5_013_12	OPGK Olsztyn	CZ2	2221
