Tytul_zas	Opis	Nr_zgl	Nr_szer	Nr_zdj	Kod_zas	Kod_ukl	Data_wyk	Pochodz	Rozdz	Barwy	B_WGS84	L_WGS84	H_WGS84	X_PUWG	Y_PUWG	H_norm	H_sred	Omega	Fi	Kappa	Nr_karty	Wykonawca	Nr_obiektu	Nr_etapu
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0004	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83310724	20.36720664	1785,25	664029,60	589948,26	1754,69	162	-0,051422	-0,013108	1,216661	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0005	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83306486	20.37372722	1788,23	664033,18	590377,32	1757,68	162	-0,125856	-0,195949	1,195137	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0006	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83307946	20.38025284	1798,31	664043,13	590806,58	1767,75	162	-0,037223	-0,004823	1,137076	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0007	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83309532	20.38682988	1804,08	664053,33	591239,22	1773,52	162	-0,003272	0,013363	1,183712	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0008	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83310959	20.39338508	1802,17	664063,37	591670,43	1771,62	162	-0,022020	-0,009692	1,105592	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0009	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83309352	20.39992766	1795,76	664070,05	592100,87	1765,21	162	-0,047747	-0,008814	1,137201	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0010	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83306687	20.40651523	1791,41	664075,66	592534,30	1760,87	162	0,009406	-0,037052	1,110841	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0011	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83306494	20.41302497	1791,78	664083,95	592962,55	1761,24	162	0,002123	-0,003859	1,088312	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0012	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83305923	20.41960389	1793,56	664091,95	593395,37	1763,02	162	-0,034901	-0,028621	1,141406	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0013	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83306499	20.42617562	1797,58	664101,26	593827,68	1767,05	162	0,021080	0,089998	1,182340	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0014	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83308632	20.43264308	1790,91	664112,21	594253,10	1760,38	162	0,018106	-0,026851	1,141264	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0015	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.833131	20.43926071	1789,01	664125,99	594688,34	1758,49	162	0,049535	0,014390	1,174215	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0016	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83316037	20.44574798	1796,28	664137,93	595115,04	1765,76	162	-0,017017	-0,023497	1,116761	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0017	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.8331455	20.45233017	1800,64	664145,12	595548,08	1770,12	162	-0,043312	0,016547	1,138874	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0018	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83311559	20.45886973	1793,36	664150,62	595978,36	1762,85	162	-0,039413	-0,010872	1,194783	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0019	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83310429	20.46544373	1793,56	664158,27	596410,86	1763,06	162	0,012969	-0,013771	1,103794	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0020	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83311314	20.47206549	1800,18	664168,27	596846,45	1769,67	162	-0,033062	0,005106	1,156409	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0021	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83313572	20.47854274	1795,60	664179,64	597272,50	1765,10	162	0,001141	-0,067847	1,164507	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0022	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83317547	20.48512302	1790,94	664193,10	597705,30	1760,44	162	0,028984	-0,025212	1,107920	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0023	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83318375	20.49160393	1794,10	664202,97	598131,62	1763,60	162	0,010987	-0,027052	1,168594	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0024	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83316537	20.49822794	1801,33	664210,10	598567,42	1770,84	162	-0,015976	0,001230	1,031474	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0025	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83312699	20.50473054	1795,38	664214,89	598995,29	1764,89	162	-0,052163	-0,018876	1,228973	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0026	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83312564	20.51131917	1790,30	664223,95	599428,72	1759,82	162	-0,016020	-0,025403	1,209366	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0027	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83317855	20.5178327	1792,87	664238,98	599857,09	1762,40	162	0,005791	-0,023274	1,029538	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0028	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83320634	20.52438003	1798,46	664251,30	600287,73	1767,99	162	-0,049758	0,010918	1,098826	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0029	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83320524	20.53102278	1802,60	664260,59	600724,73	1772,13	162	-0,012957	0,049496	1,175291	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0030	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83323053	20.53756149	1792,53	664272,70	601154,81	1762,08	162	0,029946	-0,016796	1,043370	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0031	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.8332339	20.54409731	1786,79	664282,42	601584,76	1756,35	162	-0,037589	-0,071796	1,067832	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0032	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83323119	20.55061791	1792,26	664291,47	602013,72	1761,81	162	0,029751	-0,018340	1,174538	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0033	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83325827	20.55716639	1800,92	664303,91	602444,44	1770,48	162	0,009003	-0,004436	1,082695	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0034	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83325613	20.56374689	1804,18	664313,20	602877,33	1773,74	162	-0,040600	-0,008354	1,070307	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	150	0035	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.83322806	20.57024737	1800,31	664319,52	603305,03	1769,88	162	-0,005026	0,035886	1,180823	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	149	0036	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.82417147	20.57022873	1794,76	663312,30	603326,09	1764,30	162	0,030224	0,010873	-178,863975	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	149	0037	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.82417145	20.56371134	1787,44	663302,83	602897,26	1756,98	162	0,026610	0,040686	-178,745335	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	149	0038	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.82419976	20.5571937	1791,48	663296,54	602468,34	1761,01	162	-0,007275	0,034325	-178,757423	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	149	0039	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.82420762	20.5506642	1801,14	663288,01	602038,69	1770,66	162	-0,002947	0,018084	-178,796290	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	149	0040	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.8242007	20.5441101	1804,46	663277,84	601607,46	1773,98	162	-0,029232	-0,013499	-178,865929	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	149	0041	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.82424365	20.53752101	1798,82	663273,20	601173,80	1768,33	162	0,049904	0,018792	-178,773888	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	149	0042	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.82428572	20.53094993	1794,03	663268,53	600741,33	1763,54	162	-0,023574	0,026602	-178,719562	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	149	0043	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.82429105	20.52438161	1793,15	663259,82	600309,14	1762,66	162	-0,013095	-0,037691	-178,777228	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	149	0044	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.82429674	20.51786634	1786,49	663251,26	599880,43	1755,99	162	0,016847	0,035320	-178,799456	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	149	0045	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.82431366	20.51135627	1792,19	663244,00	599452,03	1761,69	162	-0,016213	0,018984	-178,829632	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	149	0046	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.82434407	20.50473439	1802,51	663238,12	599016,25	1772,00	162	0,421592	0,647784	-178,681731	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	149	0047	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.82431708	20.4982607	1797,59	663226,11	598590,36	1767,07	162	-0,258976	-0,429856	-178,796323	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	149	0048	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.82428558	20.49166236	1790,18	663213,46	598156,27	1759,66	162	0,014295	0,041045	-178,782828	13_013_12	OPGK Olsztyn	CZ2	2209
zdjêcie lotnicze RGB 2012 0,10 m [Nr_szer]/[Nr_zdj]	Zdjêcie lotnicze panchromatyczne wykonane w maju 2012 r., terenowa wielkoœæ piksela 0,10 m, szereg [Nr_szer], zdjêcie [Nr_zdj]	013/12	149	0049	ISOK.2012.10.[Nr_zdj]	2180	2012-05-09	Barwne cyfrowe zdjêcia lotnicze wykonane w 2012 roku. Terenowa wielkoœæ piksela 0,10 m	0,10	RGB	53.82424946	20.48516262	1793,03	663200,47	597728,68	1762,50	162	-0,016856	0,020283	-178,827763	13_013_12	OPGK Olsztyn	CZ2	2209
